2,0,1,-0.183237796,1.175153201
2,0,2,1.060440011,1.580860853
2,0,3,1.512686487,1.445624969
2,0,4,1.964932962,1.78371468
2,0,1,-0.910749814,1.348479518
2,0,2,-0.376688802,1.415729572
2,0,3,-0.71654581,1.482979625
2,0,4,-0.425239803,1.583854705
2,0,1,0.96471174,0.465376826
2,0,2,0.392090444,1.067106098
2,0,3,0.719302613,1.067106098
2,0,4,0.96471174,1.239028747
2,0,1,-0.715801665,1.283442953
2,0,2,-0.485154462,1.45034809
2,0,3,-1.061772469,1.394713044
2,0,4,-0.427492661,1.505983136
2,0,1,-0.351534379,1.134571854
2,0,2,-0.290489487,1.390125902
2,0,3,-0.351534379,1.262348878
2,0,4,-0.168399702,1.581791439
2,0,1,-1.143965299,1.104144196
2,0,2,-0.893114685,1.247411229
2,0,3,-1.206677952,1.533945293
2,0,4,-1.394815912,1.462311777
2,0,1,0.117468676,1.418712996
2,0,2,-1.072134742,1.49311205
2,0,3,-1.721009334,1.381513469
2,0,4,-2.207665278,1.455912523
2,0,1,0.581398015,0.111559998
2,0,2,0.308352793,0.564493592
2,0,3,-0.374260261,1.211541583
2,0,4,0.103568877,1.146836784
2,0,1,0.258333357,1.179173239
2,0,2,-0.329248396,1.412593197
2,0,3,-0.182352958,1.295883218
2,0,4,-0.329248396,1.646013156
2,0,1,-1.246367848,0.709582511
2,0,2,-1.317659105,1.150087861
2,0,3,-1.317659105,1.213017197
2,0,4,-1.460241621,1.527663876
