0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,4,4,4,4,4,2,2,2,2
0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,1,2,3,4,0,0,0,0
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,3,4
-0.253708662,0.327219278,0.115250415,-0.016160355,-0.050894726,-0.25297031,0.431469557,0.182825756,-0.039509326,-0.050712022,-0.239067728,0.500931216,0.099869224,0.065932709,-0.136273768,-0.140121682,0.412144275,0.136501408,0.009173768,-0.006915612,-0.310756998,0.50348374,0.09126813,-0.01579899,-0.032003622,-0.323601185,-0.27305513,-0.427256652,-0.307262709
0.953757317,-0.605731901,-0.267990041,-0.284522399,-0.367737953,0.796627091,-0.741239986,-0.380652183,-0.252297501,-0.346358649,0.902745208,-0.584580974,-0.338503877,-0.296241677,-0.39409195,0.832570582,-0.714319336,-0.411784807,-0.261023653,-0.414093533,0.858999675,-0.648586479,-0.358529397,-0.384108785,-0.37416834,0.355167853,1.16107895,1.208061216,1.357555529
