0,1,1,0.15594706,-0.380059468
0,2,1,-0.183237796,-0.44767741
0,3,1,-0.183237796,-0.44767741
0,4,1,-0.522422653,-0.515295352
1,1,1,-0.070176177,-0.718149178
1,2,1,-0.296299415,-0.515295352
1,3,1,-0.296299415,-0.44767741
1,4,1,-0.070176177,-0.650531236
2,1,1,0.382070298,-0.853385062
2,2,1,0.382070298,-0.853385062
2,3,1,0.15594706,-0.650531236
2,4,1,-0.296299415,-0.244823584
3,1,1,0.269008679,-0.718149178
3,2,1,-0.183237796,-0.582913294
3,3,1,-0.070176177,-0.582913294
3,4,1,-0.070176177,-0.515295352
4,1,1,0.042885442,-0.44767741
4,2,1,0.15594706,-0.380059468
4,3,1,-0.296299415,-0.650531236
4,4,1,-0.296299415,-0.718149178
0,1,1,0.400127216,-0.803522189
0,2,1,0.254474213,-0.669022083
0,3,1,-0.085382795,-0.534521976
0,4,1,0.108821209,-0.635397056
1,1,1,0.788535225,-0.803522189
1,2,1,0.400127216,-0.669022083
1,3,1,0.254474213,-0.500896949
1,4,1,-0.425239803,-0.534521976
2,1,1,0.837086226,-0.803522189
2,2,1,-0.328137801,-0.534521976
2,3,1,0.497229218,-0.601772029
2,4,1,-0.182484797,-0.500896949
3,1,1,0.788535225,-0.769897163
3,2,1,0.157372211,-0.702647109
3,3,1,0.108821209,-0.669022083
3,4,1,0.497229218,-0.635397056
4,1,1,0.691433223,-0.702647109
4,2,1,-0.231035798,-0.534521976
4,3,1,-0.133933796,-0.601772029
4,4,1,0.108821209,-0.702647109
0,1,1,0.473893486,-0.995965692
0,2,1,0.064878275,-0.22231377
0,3,1,-0.753152148,0.121531528
0,4,1,-0.753152148,0.035570203
1,1,1,0.392090444,-1.167888341
1,2,1,0.064878275,-0.308275095
1,3,1,-0.83495519,0.293454177
1,4,1,-0.507743021,-0.22231377
2,1,1,0.146681317,-0.824043042
2,2,1,-0.507743021,-0.308275095
2,3,1,-0.753152148,0.207492852
2,4,1,-1.080364317,-0.308275095
3,1,1,0.392090444,-1.253849665
3,2,1,0.064878275,-0.480197744
3,3,1,-0.83495519,0.207492852
3,4,1,-0.916758233,0.035570203
4,1,1,0.719302613,-0.738081718
4,2,1,-0.016924767,-0.308275095
4,3,1,-0.916758233,0.035570203
4,4,1,-0.589546063,-0.050391121
0,1,1,-0.36983086,-0.329973375
0,2,1,0.149125347,-0.552513558
0,3,1,-0.139183657,-0.385608421
