0,4,1,-0.023860055,-0.719418696
1,1,1,0.495096151,-0.719418696
1,2,1,0.206787148,-0.66378365
1,3,1,0.033801745,-0.66378365
1,4,1,0.206787148,-0.66378365
2,1,1,0.668081554,-0.66378365
2,2,1,0.437434351,-0.385608421
2,3,1,0.610419753,-0.608148604
2,4,1,0.149125347,-0.441243467
3,1,1,0.37977255,-0.552513558
3,2,1,-0.023860055,-0.496878512
3,3,1,0.206787148,-0.385608421
3,4,1,0.495096151,-0.719418696
4,1,1,0.668081554,-0.830688787
4,2,1,0.668081554,-0.775053741
4,3,1,0.206787148,-0.552513558
4,4,1,0.552757952,-0.719418696
0,1,1,0.381004327,-0.782083511
0,2,1,0.319959435,-0.207086901
0,3,1,-0.10735481,-0.334863926
0,4,1,0.075779866,-0.334863926
1,1,1,0.442049219,-0.973749047
1,2,1,0.319959435,-0.398752438
1,3,1,-0.10735481,-0.079309877
1,4,1,0.136824758,-0.143198389
2,1,1,0.381004327,-0.845972023
2,2,1,0.136824758,-0.398752438
2,3,1,-0.046309918,-0.334863926
2,4,1,-0.10735481,-0.398752438
3,1,1,0.319959435,-0.654306487
3,2,1,0.014734974,-0.398752438
3,3,1,-0.10735481,-0.207086901
3,4,1,0.014734974,-0.46264095
4,1,1,0.381004327,-0.46264095
4,2,1,0.381004327,-0.334863926
4,3,1,-0.046309918,-0.590417974
4,4,1,0.258914542,-0.526529462
0,1,1,0.48656369,-0.901594254
0,2,1,0.047575116,-0.256892609
0,3,1,0.549276344,-0.686693706
0,4,1,0.611988997,-0.61506019
1,1,1,0.862839611,-0.61506019
1,2,1,0.29842573,-0.471793158
1,3,1,0.549276344,-0.61506019
1,4,1,0.423851037,-0.328526126
2,1,1,0.737414304,-0.686693706
2,2,1,0.361138383,-0.471793158
2,3,1,0.423851037,-0.471793158
2,4,1,0.48656369,-0.543426674
3,1,1,0.48656369,-0.758327222
3,2,1,-0.015137537,-0.256892609
3,3,1,0.423851037,-0.471793158
3,4,1,0.173000423,-0.471793158
4,1,1,0.423851037,-0.543426674
4,2,1,0.674701651,-0.686693706
4,3,1,0.361138383,-0.61506019
4,4,1,0.423851037,-0.400159642
0,1,1,0.333760207,-0.701660044
0,2,1,0.279687324,-0.590061463
0,3,1,0.063395793,-0.478462882
0,4,1,-0.20696862,-0.62726099
1,1,1,0.441905972,-0.813258625
1,2,1,0.279687324,-0.590061463
1,3,1,-0.098822855,-0.552861936
1,4,1,0.063395793,-0.776059098
2,1,1,0.333760207,-0.887657679
2,2,1,0.333760207,-0.515662409
2,3,1,-0.098822855,-0.441263355
2,4,1,-0.477333033,-0.701660044
3,1,1,0.063395793,-0.924857206
3,2,1,0.225614441,-0.62726099
3,3,1,0.495978855,-0.515662409
3,4,1,-0.098822855,-0.552861936
4,1,1,0.712270385,-0.924857206
4,2,1,-0.261041503,-0.366864301
4,3,1,0.333760207,-0.441263355
4,4,1,-0.423260151,-0.701660044
0,1,1,0.035307572,-0.664897591
0,2,1,-0.169476344,0.435083994
0,3,1,-0.169476344,0.305674396
0,4,1,-0.715566788,0.370379195
1,1,1,0.171830183,-0.664897591
1,2,1,0.308352793,0.046855199
1,3,1,-0.510782871,0.111559998
1,4,1,-0.988612009,0.305674396
2,1,1,0.717920626,-0.535487993
2,2,1,0.103568877,0.046855199
2,3,1,-0.715566788,0.240969597
2,4,1,-0.852089398,0.176264798
3,1,1,0.786181931,-0.988421586
3,2,1,0.240091488,-0.276668796
3,3,1,-0.305998955,0.370379195
3,4,1,-0.920350704,0.111559998
4,1,1,0.922704542,-1.247240783
4,2,1,-0.510782871,0.176264798
4,3,1,-0.579044177,0.176264798
4,4,1,-0.852089398,0.499788793
0,1,1,0.845915111,0.012073446
0,2,1,0.111437919,-0.454766471
0,3,1,0.111437919,-0.454766471
0,4,1,0.258333357,-0.454766471
1,1,1,0.258333357,-0.68818643
1,2,1,-0.03545752,-0.57147645
1,3,1,0.111437919,-0.338056492
1,4,1,-0.182352958,-0.68818643
2,1,1,0.699019672,-0.221346512
2,2,1,-0.03545752,-0.57147645
2,3,1,0.258333357,-0.804896409
2,4,1,0.111437919,-0.57147645
3,1,1,0.405228796,-0.68818643
3,2,1,0.699019672,-0.221346512
3,3,1,0.111437919,-0.57147645
3,4,1,-0.03545752,-0.921606388
4,1,1,0.405228796,-0.68818643
4,2,1,-0.03545752,-0.68818643
4,3,1,0.111437919,-0.68818643
4,4,1,-0.03545752,-0.68818643
0,1,1,0.85672425,-1.115368228
0,2,1,0.393331076,0.017359817
0,3,1,0.535913591,-0.234357526
0,4,1,0.607204849,-0.549004206
1,1,1,0.963661137,-0.989509556
1,2,1,0.464622334,-0.045569519
1,3,1,0.464622334,0.017359817
1,4,1,0.785432993,-0.108498855
2,1,1,0.607204849,-0.108498855
2,2,1,0.215102932,0.26907716
2,3,1,0.393331076,0.206147824
2,4,1,0.749787364,-0.800721549
3,1,1,0.642850478,-0.549004206
3,2,1,0.322039819,-0.48607487
3,3,1,0.072520417,-0.045569519
3,4,1,0.785432993,-0.423145534
4,1,1,0.57155922,-0.549004206
4,2,1,0.179457304,-0.045569519
4,3,1,0.785432993,-0.297286862
4,4,1,0.500267963,-0.108498855
